,time,interval,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,weather_code,wind_speed_10m,wind_direction_10m,weather
2024-04-09T12:45,2024-04-09T12:45,900,13.4,85,11.8,3.6,65,12.3,339,Rain
