,time,interval,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,weather_code,wind_speed_10m,wind_direction_10m,weather,wind_direction_10m_ja
2024-04-12 22:15:00,2024-04-12 22:15:00,900,18.0,85,19.0,0.0,0,5.6,130,Clear,南東
