,interval,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,weather_code,wind_speed_10m,wind_direction_10m,weather,weather_img,wind_direction_10m_ja
2024-04-18 18:00:00,900,12.9,83,11.8,0.0,2,8.5,36,Partly Cloudy,Partly_Cloudy.png,北東
