,interval,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,weather_code,wind_speed_10m,wind_direction_10m,weather,weather_img,wind_direction_10m_ja
2024-04-18 19:15:00,900,12.1,82,10.8,0.0,3,7.7,37,Cloudy,/workspaces/MyDjango/subs/weather_report/img/Cloudy.png,北東
