,interval,temperature_2m,relative_humidity_2m,apparent_temperature,precipitation,weather_code,wind_speed_10m,wind_direction_10m,weather,weather_img,wind_direction_10m_ja
2024-05-14 14:15:00,900,21.5,46,21.2,0.0,1,8.7,73,Mainly Sunny,Mainly_Sunny.png,東北東
